School_code#School_name#development_region#Eco_Belt#Zone#District#VDC#Address#Ward_No#Locality#ECD#PRIMARY#LSEC#SEC#HSEC
10200005#Thopehang Pra V#Eastern#Mountain#Mechi#Taplejung#Liwang#Thopehang#2#Urban#Community_aided#Community_aided###
10200006#Jana Kalyan Pra V#Eastern#Mountain#Mechi#Taplejung#Liwang#Phookanden#1#Rural##Community_Teacher_aided###
10200007#Janamukhi Pra Vi#Eastern#Mountain#Mechi#Taplejung#Liwang#Siginem#4#Urban#Community_Unaided#Community_Unaided###
10210001#Ganga Pra V#Eastern#Mountain#Mechi#Taplejung#Mamankhe#Pauwa#7#Urban##Community_aided###
10210002#Laxmi Ni Ni Ma V#Eastern#Mountain#Mechi#Taplejung#Mamankhe#Mamankhe#5#Rural##Community_aided#Community_Teacher_aided#Community_Unaided#
10210003#Sudap Pra V#Eastern#Mountain#Mechi#Taplejung#Mamankhe#Sudap#8#Urban##Community_aided###
10220001#Ganga Pra V#Eastern#Mountain#Mechi#Taplejung#Mehele#Kheklebubng#6#Urban##Community_aided###
10220002#Jashoda Pra Vi#Eastern#Mountain#Mechi#Taplejung#Mehele#Arubote#4#Urban#Community_aided#Community_aided###
10220003#Kalika Pra V#Eastern#Mountain#Mechi#Taplejung#Mehele#Hingkhabu#9#Urban##Community_aided###
10220004#Khuwa Ni Ma V#Eastern#Mountain#Mechi#Taplejung#Mehele#Khuwa#2#Urban#Community_aided#Community_aided#Community_Teacher_aided##
10220005#Singha Devi Pra V#Eastern#Mountain#Mechi#Taplejung#Mehele#Mangdin#3#Urban##Community_aided###
10220006#Nilgiri Higher Secondary School#Eastern#Mountain#Mechi#Taplejung#Mehele#Chyandada#7#Urban##Community_aided#Community_aided#Community_aided#Community_Teacher_aided
10220007#Nawa Jyoti Pra V#Eastern#Mountain#Mechi#Taplejung#Mehele#Mehele#8#Urban##Community_aided###
10230001#Changa Pra V#Eastern#Mountain#Mechi#Taplejung#Nalbu#Changa#2#Urban#Community_aided#Community_aided###
10230002#Nalbu Ni Ma Vi#Eastern#Mountain#Mechi#Taplejung#Nalbu#Nalbu#6#Urban#Community_Managed#Community_Managed#Community_Unaided##
10230003#Taplejung Pra V#Eastern#Mountain#Mechi#Taplejung#Nalbu#Bilam#9#Urban##Community_aided###
10230005#Pandolung Ma V#Eastern#Mountain#Mechi#Taplejung#Nalbu#Nalbu#3#Urban#Community_aided#Community_aided#Community_aided#Community_Teacher_aided#
10240001#Bishwo Jyoti Pra V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Subewa#8#Urban##Community_aided###
10240002#Singha Kali Pra V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Khahare#6#Urban#Community_aided#Community_aided###
10240003#Saraswati Pra V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Hiude#9#Urban#Community_aided#Community_aided###
10240004#Laxmi Ni Ma V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Phuwa#5#Urban#Community_aided#Community_aided#Community_Teacher_aided##
10240005#Yuwa Pra V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Tatne#3#Urban#Community_Managed#Community_Managed###
10240006#Kalika Higher Secondary School#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Nankholyang#7#Urban#Community_aided#Community_aided#Community_aided#Community_aided#Community_Teacher_aided
10240007#Himalaya Ni Ma Vi#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Khokse#1#Urban#Community_aided#Community_aided#Community_Unaided##
10240008#Sundarmala Pra V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Nankholyang#9#Urban#Community_Teacher_aided#Community_Teacher_aided###
10240009#Pathibhara Pra V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Patpate#2#Urban#Community_Teacher_aided#Community_Teacher_aided###
10240013#Triveni Pra V#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Mewakha#5#Urban#Community_Teacher_aided#Community_Teacher_aided###
10240016#Shiva Pra Vi#Eastern#Mountain#Mechi#Taplejung#Nankholyang#Subbatar#4#Urban#Community_Unaided#Community_Unaided###
10250001#Namuna Pra V#Eastern#Mountain#Mechi#Taplejung#Nighuradin#Koiraladada#4#Rural##Community_aided###
10250002#Phuguwa Ni Ni Ma V#Eastern#Mountain#Mechi#Taplejung#Nighuradin#Fuguwa#7#Urban##Community_aided#Community_Unaided##
10250003#Jana Kalyan Pra V#Eastern#Mountain#Mechi#Taplejung#Nighuradin#Khanigaun#6#Rural##Community_aided###
10250004#Singha Devi Pra V#Eastern#Mountain#Mechi#Taplejung#Nighuradin#Dhande#1#Rural#Community_aided#Community_aided#Community_Unaided##
10250005#Param Singha Devi Ma V#Eastern#Mountain#Mechi#Taplejung#Nighuradin#Tahari#9#Urban#Community_aided#Community_aided#Community_aided#Community_Teacher_aided#
10250006#Korlange Pra V#Eastern#Mountain#Mechi#Taplejung#Nighuradin#Talgaun#6#Urban##Community_Teacher_aided###
10250007#Janata Pra V#Eastern#Mountain#Mechi#Taplejung#Nighuradin#Amale#2#Urban#Community_Teacher_aided#Community_Teacher_aided###
10260001#Mahendra Pra V#Eastern#Mountain#Mechi#Taplejung#Gola#Tole#8#Urban##Community_Managed###
10260002#Yagma Pra V#Eastern#Mountain#Mechi#Taplejung#Gola#Yagma#9#Urban##Community_Managed###
10270001#Balden Ma Vi#Eastern#Mountain#Mechi#Taplejung#Papung#Tankhu#6#Urban##Community_aided#Community_Teacher_aided#Community_Unaided#
10270002#Bhirgaun Pra V#Eastern#Mountain#Mechi#Taplejung#Papung#Paphng#7#Urban##Community_aided###
10270003#Kiling Ni Ma Vi#Eastern#Mountain#Mechi#Taplejung#Papung#Kiling#8#Urban##Community_aided#Community_Unaided##
10270004#Rajeshwori Pra V#Eastern#Mountain#Mechi#Taplejung#Papung#Papung#5#Urban#Community_aided#Community_aided###
10270005#Simbuk Pra V#Eastern#Mountain#Mechi#Taplejung#Papung#Papung#3#Urban##Community_aided###
10270006#Madan Pra V#Eastern#Mountain#Mechi#Taplejung#Papung#Mikladen#5#Urban##Community_Teacher_aided###
10280001#Bhanjare Pra V#Eastern#Mountain#Mechi#Taplejung#Pedang#Pedang#4#Urban##Community_aided###
10280002#Rastriya Ma Vi#Eastern#Mountain#Mechi#Taplejung#Pedang#Pedang#2#Urban##Community_aided#Community_aided#Community_Teacher_aided#
