School_code,School_name,development_region,Eco_Belt,Zone,District,VDC,Address,Ward_No,Locality,ECD,PRIMARY,LSEC,SEC,HSEC
360010011,Nepal Global Ebs,Western,Hill,Gandaki,Gorkha,Aanppipal,Aanpipal,8,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,
360020007,Indra Kanya Ma V,Western,Hill,Gandaki,Gorkha,Aruarbang,Kalleri,4,Urban,Community_aided,Community_aided,Community_Managed,Community_Managed,
360030004,Bhimodaya Uchha Uchha Ma V,Western,Hill,Gandaki,Gorkha,Chanuate,Aarughat,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360030005,Siddha Devi Ma V,Western,Hill,Gandaki,Gorkha,Chanuate,Fulpati,7,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
360030007,Advance Ebs,Western,Hill,Gandaki,Gorkha,Chanuate,Chanaute,1,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,
360040002,Bhairabi Ebs,Western,Hill,Gandaki,Gorkha,Pokhari,Ratmate,6,Urban,Institutional_Private_Trust,Institutional_Private_Trust,,,
360040007,Dharapani Ma V,Western,Hill,Gandaki,Gorkha,Pokhari,Dharapani,7,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,
360040010,Darbar Uchha Uchha Ma V,Western,Hill,Gandaki,Gorkha,Pokhari,Pokharichowk,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360050007,Nawa Jagriti Chandi Uchha Ma V,Western,Hill,Gandaki,Gorkha,Asrang,Thantibazar,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360060004,Shanti Uchha Ma V,Western,Hill,Gandaki,Gorkha,Baguwa,Lamachaour,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360070003,Bakreswor Ma V,Western,Hill,Gandaki,Gorkha,Bakrang,Bhogteni,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
360070006,Mahendra Shakti Uchha Ma V,Western,Hill,Gandaki,Gorkha,Bakrang,Puranogaun,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360080001,Tribeni Ma V,Western,Hill,Gandaki,Gorkha,Mirkot,Bazar,8,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,
360080005,Mirkot Uchha Ma V,Western,Hill,Gandaki,Gorkha,Mirkot,Bagdanda,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360090009,Bhadra Kali Ma V,Western,Hill,Gandaki,Gorkha,Bhumlichowk,Bhimsenthan,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
360110006,Patana Devi Ma V,Western,Hill,Gandaki,Gorkha,Borlang,Kyamuntar,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
360110007,Jageshwor Uchha Uchha Ma V,Western,Hill,Gandaki,Gorkha,Borlang,Mahadevtar,7,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360110008,Saraswati Uchha Uchha Ma V,Western,Hill,Gandaki,Gorkha,Borlang,Thanti,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360120004,Sahid Smriti Uchha Ma V,Western,Hill,Gandaki,Gorkha,Bunkot,Khabdi,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360120011,Rameshwori Ma V,Western,Hill,Gandaki,Gorkha,Bunkot,Mailunag,9,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,
360140007,Mandali Uchha Ma V,Western,Hill,Gandaki,Gorkha,Chhoprak,Chhoprak,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360140009,Chitre Pokhara Ma V,Western,Hill,Gandaki,Gorkha,Chhoprak,Pokhari,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
360160009,Surya Memorial Ebs,Western,Hill,Gandaki,Gorkha,Chyngli,Biruwatar,7,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,
360170006,Bhagawati Ma V,Western,Hill,Gandaki,Gorkha,Darbhung,Dumridanda,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
360170007,Ratneshwor Uchha Ma V,Western,Hill,Gandaki,Gorkha,Darbhung,Tar,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided
360180001,Ram Shah Uchha Ma V,Western,Hill,Gandaki,Gorkha,Deurali,Bhanjyang,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360190004,Bhagawati Ma V,Western,Hill,Gandaki,Gorkha,Dhawa,Chautara,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
360190005,Prabhat Uchha Ma V,Western,Hill,Gandaki,Gorkha,Dhawa,Aambhanjyang,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360200007,Madane Dada Ma V,Western,Hill,Gandaki,Gorkha,Dhuwakot,Dada,7,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,
360200008,Akala Uchha Ma V,Western,Hill,Gandaki,Gorkha,Dhuwakot,Lamatar,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360200011,Juna Devi Ebs,Western,Hill,Gandaki,Gorkha,Dhuwakot,Duwar,1,Urban,Institutional_Private_Trust,Institutional_Private_Trust,Institutional_Private_Trust,,
360210001,Saraswati Uchha Ma V,Western,Hill,Gandaki,Gorkha,Finam,Danda,7,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360220001,Dirgaeshor Ma V,Western,Hill,Gandaki,Gorkha,Fujel,Pouwa,2,Urban,Community_aided,Community_aided,Community_Unaided,Community_Unaided,
360220004,Bhairahawashram Uchha Ma V,Western,Hill,Gandaki,Gorkha,Fujel,Aamdanda,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360230001,Laxmi Uchha Ma V,Western,Hill,Gandaki,Gorkha,Gaikhur,Bhimsenthan,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
360230005,Rajgare Ma V,Western,Hill,Gandaki,Gorkha,Gaikhur,Kamaltar,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
370010003,Laxmi Narayan Ma V,Western,Hill,Gandaki,Lamjung,Archalbot,Bhanjyang,7,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,
370010005,Marsyandi Bhu Pu Sainik Ebs,Western,Hill,Gandaki,Lamjung,Archalbot,Alainchephant,8,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,
370020005,Chandrodaya Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Bahundanda,Bahundanda,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370030002,Jana Jagriti Ma V,Western,Hill,Gandaki,Lamjung,Bajhakhet,Khasurbesi,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370040001,Jana Jyoti Ma V,Western,Hill,Gandaki,Lamjung,Balungpani,Baglungpani,1,Urban,,Community_aided,Community_aided,Community_aided,
370050002,Bal Jyoti Ma V,Western,Hill,Gandaki,Lamjung,Bangre,Bangre,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
370050003,Kalyan Ma V,Western,Hill,Gandaki,Lamjung,Bangre,Bangrebesi,1,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,
370060004,Phaleni Ma V,Western,Hill,Gandaki,Lamjung,Bansar,Hilebesi,5,Urban,Community_aided,Community_aided,Community_aided,Community_Teacher_aided,
370060005,Jaya Devi Ma V,Western,Hill,Gandaki,Lamjung,Bansar,Duwar,3,Urban,,Community_Managed,Community_Managed,Community_Managed,
370070001,Jana Bikash Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Besishahar,Tole,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370070005,Bhu Pu Sainik Ebs,Western,Hill,Gandaki,Lamjung,Besishahar,Satbise,2,Urban,Institutional_Public_Trust,Institutional_Public_Trust,Institutional_Public_Trust,Institutional_Public_Trust,Institutional_Public_Trust
370070007,Jana Bikash Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Besishahar,Chandidanda,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370070008,Buddha Smriti Ebs,Western,Hill,Gandaki,Lamjung,Besishahar,Shera,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,
370070009,Earthly Paradise Ebs,Western,Hill,Gandaki,Lamjung,Besishahar,Shera,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
370070010,Bidya Bikash Ebs,Western,Hill,Gandaki,Lamjung,Besishahar,Besishahar,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
370070014,Landstar Ebs,Western,Hill,Gandaki,Lamjung,Besishahar,Pakhathok,9,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
370070015,Holosen New Era Coed Public Ebs,Western,Hill,Gandaki,Lamjung,Besishahar,Bhimsentol,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,
370080003,Samata Sikshya Sadan Ebs,Western,Hill,Gandaki,Lamjung,Bhalayakharka,Bazar,4,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,
370080004,Gyanodaya Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Bhalayakharka,Sahinlitaar,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370080005,Mahendra Bal Bikash Ma V,Western,Hill,Gandaki,Lamjung,Bhalayakharka,Borang,8,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370090011,Suryodaya Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Bharte,Bharate,8,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Unaided
370100008,Banasthali Ma V,Western,Hill,Gandaki,Lamjung,Bhoje,Charagaun,3,Urban,Community_aided,Community_Managed,Community_Managed,Community_Teacher_aided,
370110006,Ishaneshwor Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Bhorletar,Putalichaur,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370110007,Himali Ebs,Western,Hill,Gandaki,Lamjung,Bhorletar,Campusroad,7,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
370120004,Bhabishya Nirman Ma V,Western,Hill,Gandaki,Lamjung,Bhoteoodar,Fedikuna,9,Urban,Community_aided,Community_Managed,Community_Managed,Community_Unaided,
370120005,Bharati Sadan Ma V,Western,Hill,Gandaki,Lamjung,Bhoteoodar,Balithum,2,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,
370120006,Bhakti Namuna Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Bhoteoodar,Balunebazar,8,Urban,,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370120007,Bhu Pu Sainik Ebs,Western,Hill,Gandaki,Lamjung,Bhoteoodar,Bagaincha,8,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
370120008,Future Star Ebs,Western,Hill,Gandaki,Lamjung,Bhoteoodar,Siundibar,8,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
370130003,Tribhuwan Bidyashram Ma V,Western,Hill,Gandaki,Lamjung,Bhujung,Panyu,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
370140001,Mahendra Dev Ma V,Western,Hill,Gandaki,Lamjung,Bhulbhule,Taranche,5,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370140008,Prabhat Shanti Purna Ma V,Western,Hill,Gandaki,Lamjung,Bhulbhule,Badagaun,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Teacher_aided,
370150006,Bageshwori Ma V,Western,Hill,Gandaki,Lamjung,Bichaur,Thanti,4,Urban,,Community_aided,Community_aided,Community_aided,
370160004,Saubhagyodaya Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Chakratirtha,Satbise,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370160005,Rainas N Global Ebs,Western,Hill,Gandaki,Lamjung,Chakratirtha,Alkataar,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
370160006,Sishu Bidyashram Ma V,Western,Hill,Gandaki,Lamjung,Chakratirtha,Tinpiple,8,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,
370170005,Ganga Milan Ma V,Western,Hill,Gandaki,Lamjung,Chandisthan,Chhapswara,6,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370180005,Global Vision Ebs,Western,Hill,Gandaki,Lamjung,Chandreshwor,,,Rural,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,
370180006,Panini Snaskrit Ma V,Western,Hill,Gandaki,Lamjung,Chandreshwor,Duradanda,7,Urban,,Community_aided,Community_aided,Community_aided,
370180007,Sarbodaya Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Chandreshwor,Bikshnubatika,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided
370190009,Chiti Mary Gold Ebs,Western,Hill,Gandaki,Lamjung,Chiti,Tilhar,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
370190010,Jana Kalyan Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Chiti,Tilahar,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370190011,Lok Raj Adarsha Ma V,Western,Hill,Gandaki,Lamjung,Chiti,Karkidanda,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
370190012,Chiti Chandra Surya Ebs,Western,Hill,Gandaki,Lamjung,Chiti,Barbot,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,
370200007,Sarada Ma V,Western,Hill,Gandaki,Lamjung,Dhamilikuwa,Garambesi,2,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370200008,Shaila Putri Uchha Uchha Ma V,Western,Hill,Gandaki,Lamjung,Dhamilikuwa,Dhamilikuwa,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
370200010,Rainas Vision Ebs,Western,Hill,Gandaki,Lamjung,Dhamilikuwa,Pauwa,3,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,
370220004,Saubhagya Sadan Ma V,Western,Hill,Gandaki,Lamjung,Dhuseni,Phulbaridanda,8,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370230004,Kalla Bari Ma V,Western,Hill,Gandaki,Lamjung,Dudhpokhari,Kaunegahra,4,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Unaided,
370240005,Sanskriti Sadan Ma V,Western,Hill,Gandaki,Lamjung,Duradanda,Archalyani,6,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370250004,Bal Kalyan Ma V,Western,Hill,Gandaki,Lamjung,Faleni,Darimbot,1,Urban,Community_aided,Community_aided,Community_aided,Community_Unaided,
370260007,Gauda Ma V,Western,Hill,Gandaki,Lamjung,Gauda,Okhari,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,
370270002,Yasho Brahma Ma V,Western,Hill,Gandaki,Lamjung,Gaunshahar,Bahunbesi,2,Urban,Community_aided,Community_aided,Community_Teacher_aided,Community_Teacher_aided,
380010013,Mitrata Ma V,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Devitar,1,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided
380010014,Marsyangdi Bal Jyoti Ebs,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Khaireni,6,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380010019,Ramshah Uchha Ma V,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Ambukhaireni,6,Urban,Institutional_Enlisted_With_Company,Community_aided,Community_aided,Community_aided,Community_Unaided
380010021,Sunshine Ebs,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Ambukhaireni,6,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380010022,Bal Sikshya Sadan Ebs,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Ambukhaireni,6,Rural,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380010024,Little Valley Ebs,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Phant,1,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
380010025,Active Green Land Ebs,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Aanboo,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
380010026,Hp Memorial Ebs,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Phat,1,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
380010027,Future Star Ebs,Western,Hill,Gandaki,Tanahu,Anbukhaireni,Aabhukhaireni,6,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
380020001,Arunodaya Ma V,Western,Hill,Gandaki,Tanahu,Arunodaya,Jilang,6,Urban,Community_aided,Community_aided,Community_aided,Community_Managed,Community_Managed
380020002,Raghu Ma V,Western,Hill,Gandaki,Tanahu,Arunodaya,Raghu,9,Urban,Community_aided,Community_aided,Community_Unaided,Institutional_Private_Trust,Institutional_Private_Trust
380020004,Siddha Ma V,Western,Hill,Gandaki,Tanahu,Arunodaya,Viruwa,3,Urban,,Community_aided,Community_aided,Community_aided,
380020005,Barahi Ma V,Western,Hill,Gandaki,Tanahu,Arunodaya,Thar,2,Urban,,Community_aided,Community_aided,Community_aided,
380020006,Akala Uchha Uchha Ma V,Western,Hill,Gandaki,Tanahu,Arunodaya,Bhanjyang,8,Urban,Community_Teacher_aided,Community_aided,Community_aided,Community_aided,Community_aided
380020008,Kihun Ma V,Western,Hill,Gandaki,Tanahu,Arunodaya,Khudepani,4,Urban,,Community_aided,Community_aided,Community_aided,
380030005,Sarbodaya Lower Secondary School,Western,Hill,Gandaki,Tanahu,Baidi,Byagan,8,Urban,Community_aided,Community_aided,Community_Managed,Community_Managed,
380030008,Adarsha Sikshya U Ma V,Western,Hill,Gandaki,Tanahu,Baidi,Baidi,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Managed
380030009,Kali Ganga Ma V,Western,Hill,Gandaki,Tanahu,Baidi,Chapdanda,4,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380040011,Bhanu U Ma V,Western,Hill,Gandaki,Tanahu,Bandipur,Nayabazar,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided
380040022,Pavitra Uchha Ma V,Western,Hill,Gandaki,Tanahu,Bandipur,Nahala,1,Urban,,Community_aided,Community_aided,Community_aided,Community_Unaided
380040024,Notredom Ebs,Western,Hill,Gandaki,Tanahu,Bandipur,Balabazaar,5,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380040025,Manaslu Ebs,Western,Hill,Gandaki,Tanahu,Bandipur,Bandipur,1,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380040027,Mohoriya Bandipur Bilicars Ebs,Western,Hill,Gandaki,Tanahu,Bandipur,Mohoriya,3,Urban,Institutional_Public_Trust,Institutional_Public_Trust,Institutional_Public_Trust,Institutional_Public_Trust,
380040031,Deepshika Awasia Ebs,Western,Hill,Gandaki,Tanahu,Bandipur,Bandipur,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380050003,Adarsha Saraswati Ma V,Western,Hill,Gandaki,Tanahu,Barbhanjyang,Tilaghar,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380050012,Saraswati Sadan Ma V,Western,Hill,Gandaki,Tanahu,Barbhanjyang,Mabal,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380060002,Chandika Ma V,Western,Hill,Gandaki,Tanahu,Basantapur,Kot,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
380060004,Bal Bikash Ma V,Western,Hill,Gandaki,Tanahu,Basantapur,Ramghatar,3,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
380060006,Purkot Ma V,Western,Hill,Gandaki,Tanahu,Basantapur,Mulabari,5,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380060008,Chandrawati Uchha Ma V,Western,Hill,Gandaki,Tanahu,Basantapur,Basantpur,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380070014,Hemraj Lohani Uchha Ma V,Western,Hill,Gandaki,Tanahu,Bhanu,Nareswortar,6,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
380070015,Bhanu Sanskrit Ma V,Western,Hill,Gandaki,Tanahu,Bhanu,Ramgha,3,Urban,Institutional_Private_Trust,Community_aided,Community_aided,Community_aided,Community_aided
380070017,Himalaya Ma V,Western,Hill,Gandaki,Tanahu,Bhanu,Chambas,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380070022,Jana Jagriti Ma V,Western,Hill,Gandaki,Tanahu,Bhanu,Turture,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380070027,Jaya Buddha Ebs,Western,Hill,Gandaki,Tanahu,Bhanu,Khahare,1,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,
380080008,Himalaya Ma V,Western,Hill,Gandaki,Tanahu,Bhanumati,Kokhe,9,Rural,,Community_aided,Community_aided,Community_aided,Community_aided
380080009,Buchakhani Ma V,Western,Hill,Gandaki,Tanahu,Bhanumati,Bucha,4,Rural,Community_Managed,Community_aided,Community_aided,Community_aided,Community_aided
380090001,Dharma Ma V,Western,Hill,Gandaki,Tanahu,Bhimad,Wagtar,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380090002,Jana Jyoti Uchha Ma V,Western,Hill,Gandaki,Tanahu,Bhimad,Bhimad,1,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380090010,Bhim Memorial Ebs,Western,Hill,Gandaki,Tanahu,Bhimad,Bhimad,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380090011,Mount Annapurna Ebs,Western,Hill,Gandaki,Tanahu,Bhimad,Bhimad,1,Urban,Institutional_Public_Trust,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,
380090012,Amar Bhupu Shainik Ebs,Western,Hill,Gandaki,Tanahu,Bhimad,Bhimad,1,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380100011,Balbikash U Ma V,Western,Hill,Gandaki,Tanahu,Bhirkot,Deurali,7,Urban,Gumba,,,,Community_Unaided
380110009,Maharshi Bedh Byas Ma V,Western,Hill,Gandaki,Tanahu,N.p.,Damauli,10,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_aided
380110010,Jal Devi Ma V,Western,Hill,Gandaki,Tanahu,N.p.,Bhadgaun,1,Rural,Community_aided,Community_aided,Community_aided,Community_Managed,Community_Managed
380110011,Shanti Varsha Ebs,Western,Hill,Gandaki,Tanahu,N.p.,Chapaghat,8,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
380110015,Barahi Ebs,Western,Hill,Gandaki,Tanahu,N.p.,Damauli,10,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company
390010008,Adarsha Ma V,Western,Hill,Gandaki,Syangja,Alamdevi,Alamdevi,3,Rural,,,Community_aided,Community_aided,Community_Teacher_aided
390010009,Alam Devi Ebs,Western,Hill,Gandaki,Syangja,Alamdevi,Lasarghabesi,4,Rural,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,
390020001,Sitala Devi Ebs,Western,Hill,Gandaki,Syangja,Chaupari,,,Rural,Institutional_Public_Trust,Institutional_Public_Trust,Institutional_Public_Trust,Institutional_Public_Trust,
390020010,Amar Jyoti Ma V,Western,Hill,Gandaki,Syangja,Chaupari,Arjunchaupari,8,Urban,Community_aided,Community_aided,Community_aided,Community_aided,
390020011,Pancha Kanya Uchha Ma V,Western,Hill,Gandaki,Syangja,Chaupari,Arjunchaupari,5,Urban,,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
390020012,Gagan Memorial Ebs,Western,Hill,Gandaki,Syangja,Chaupari,Khalte,7,Urban,Institutional_Public_Trust,Institutional_Public_Trust,,,
390030005,Ghante Uchcha Ma V,Western,Hill,Gandaki,Syangja,Aruchaur,Aruchour,7,Urban,Community_Managed,Community_Managed,Community_Managed,Community_Managed,Community_Unaided
390030009,Sarbodaya Uchha Ma V,Western,Hill,Gandaki,Syangja,Aruchaur,Aruchour,2,Urban,Community_aided,Community_aided,Community_aided,Community_aided,Community_Teacher_aided
390040001,Shitala Ma Vi,Western,Hill,Gandaki,Syangja,Arukharka,Arukharka,1,Urban,Community_aided,Community_Managed,Community_Managed,Community_Teacher_aided,
390040008,Jan Adarsha Uchcha Ma V,Western,Hill,Gandaki,Syangja,Arukharka,Arukharka,6,Urban,Community_aided,Community_Managed,Community_Managed,Community_Managed,Community_Teacher_aided
390050001,Madan Ma V,Western,Hill,Gandaki,Syangja,Bangefatke,Fadke,4,Rural,Community_aided,Community_aided,Community_aided,Community_aided,Community_Unaided
390060004,Nu Bahakot Ma V,Western,Hill,Gandaki,Syangja,Bahakot,Bahakot,3,Rural,Community_Managed,Community_Managed,Community_Managed,Community_Managed,
390070006,Bastara Bhu Pu Sainik Ebs,Western,Hill,Gandaki,Syangja,Deurali,Kokhe,5,Urban,Institutional_Enlisted_With_Company,Institutional_Enlisted_With_Company,,,
