SLCYear,DistrictName,DistrictCode,SCHCODE,School_name,AppearedTotal,AppearedBoys,AppearedGirls,PassTotal,PassBoys,PassGirls,%,DivisionBoys,DivisionGirls,FirstDivBoys,FirstDivGirls,SecondDivBoys,SecondDivGirls,ThirdDivBoys,ThirdDivGirls,WithheldBoys,WithheldGirls,CanceledBoys,CanceledGirls,ExpelledBoys,ExpelledGirls
69,Taplejung,1,1002,"Bhanu Jana Higher Secondary School, Ambitar",82,32,50,9,7,2,10.98,0,0,4,1,2,1,1,0,1,0,0,0,0,0
69,Taplejung,1,1003,Moti Ma Vi Khokling,80,37,43,54,25,29,67.5,0,0,2,9,19,17,4,3,0,0,0,0,0,0
69,Taplejung,1,1004,Sinam Ma Vi Sinam,59,26,33,6,2,4,10.17,0,0,0,0,2,2,0,2,0,0,0,0,0,0
69,Taplejung,1,1005,Ganesh Ma Vi Khewang,63,31,32,7,6,1,11.11,0,0,0,0,4,1,2,0,0,0,0,0,0,0
69,Taplejung,1,1006,Thechambu Ma Vi Thechambu,84,42,42,6,2,4,7.14,0,0,0,0,1,2,1,2,0,0,0,0,0,0
69,Taplejung,1,1007,"Maiwakhola Higher Secondary School, Dhunge Sanghu",33,15,18,2,1,1,6.06,0,0,1,0,0,1,0,0,0,0,0,0,0,0
69,Taplejung,1,1008,Prithvi Ma Vi Khamlung,26,11,15,1,0,1,3.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Taplejung,1,1009,Bhanjyang Ma Vi Limbudin,83,33,50,6,2,4,7.23,0,0,0,1,1,3,1,0,0,0,0,0,0,0
69,Taplejung,1,1010,Narayani Ma Vi Sanghu,64,31,33,5,1,4,7.81,0,0,0,0,1,2,0,2,2,0,0,0,0,0
69,Taplejung,1,1011,Durga Ma Vi Phulbari,72,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1012,Saraswati Ma Vi Hangpang,41,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1013,Janata Ma Vi Hangdewa,54,29,25,3,1,2,5.56,0,0,1,1,0,1,0,0,0,0,0,0,0,0
69,Taplejung,1,1014,Saraswati Ma Vi Lelep,55,27,28,8,5,3,14.55,0,0,0,0,5,3,0,0,0,0,0,0,0,0
69,Taplejung,1,1015,Saraswati Ma Vi Sikaicha,29,15,14,1,1,0,3.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1016,Sanwa Ma Vi Sanwa Mewakhola,50,26,24,4,2,2,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0
69,Taplejung,1,1017,Tellok Ma Vi Tellok,34,11,23,4,3,1,11.76,0,0,1,0,2,1,0,0,0,0,0,0,0,0
69,Taplejung,1,1018,Nilgiri Ma Vi Mehele,51,22,29,4,3,1,7.84,0,0,1,0,1,1,1,0,0,0,0,0,0,0
69,Taplejung,1,1019,Kalika Ma Vi Nangkholyang,57,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1020,Nava Jyoti Awasiya Ma Vi Phungling,27,15,12,1,0,1,3.7,0,0,0,1,0,0,0,0,9,7,0,0,0,0
69,Taplejung,1,1021,"Sinwa Higher Secondary School, Lingsim, Sinwa",65,36,29,24,12,12,36.92,0,0,3,0,8,12,1,0,0,0,0,0,0,0
69,Taplejung,1,1022,Mahendra Ma Vi Phakumva Maiwakhola,40,16,24,1,1,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1023,Chaksibote Ma Vi Chaksibote,20,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1024,Change Ma Vi Change,34,14,20,2,0,2,5.88,0,0,0,0,0,2,0,0,0,0,0,0,0,0
69,Taplejung,1,1025,Kalika Ma Vi Tiringe,31,13,18,1,0,1,3.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Taplejung,1,1026,Sharada Ma Vi Thumbedin,36,17,19,4,4,0,11.11,0,0,0,0,3,0,1,0,0,0,0,0,0,0
69,Taplejung,1,1027,Ambegudin Ma Vi Raja,49,25,24,9,5,4,18.37,0,0,2,0,2,3,1,1,0,0,0,0,0,0
69,Taplejung,1,1028,Tribhuvan Ma Vi Mewakhola Thukima,42,23,19,5,3,2,11.9,0,0,0,0,3,0,0,2,0,0,0,0,0,0
69,Taplejung,1,1029,Birendra Higher Secondary Phungling-1  Dewaling,28,12,16,9,4,5,32.14,0,0,1,0,3,5,0,0,0,0,0,0,0,0
69,Taplejung,1,1030,Kanchanjungha Boarding School Phungling,43,29,14,38,25,13,88.37,3,0,19,11,3,2,0,0,0,0,0,0,0,0
69,Taplejung,1,1031,Param Singha Devi Ma Vi Nighuradin,55,26,29,1,1,0,1.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1032,Mechi St. Mary'S English Boarding School Phungling-7,25,11,14,11,2,9,44,1,0,1,1,0,8,0,0,0,0,0,0,0,0
69,Taplejung,1,1033,Siddhakali Ma Vi Dokhu-5,48,20,28,8,2,6,16.67,0,0,0,0,2,5,0,1,0,0,0,0,0,0
69,Taplejung,1,1034,Mayam Ma Vi Furumbu-5,74,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1035,Gupteshwar Ma Vi Phulbari,23,13,10,4,3,1,17.39,0,0,0,0,2,1,1,0,0,0,0,0,0,0
69,Taplejung,1,1036,Oxford Model English Boarding School Phungling,17,9,8,4,1,3,23.53,0,0,0,1,1,2,0,0,0,0,0,0,0,0
69,Taplejung,1,1037,"Pandolung Ma Vi Pandolung, Nalbu-3",32,15,17,21,9,12,65.63,0,0,0,0,8,3,1,9,2,0,0,0,0,0
69,Taplejung,1,1038,Balkalyan Ma Vi Surumkhim-5,24,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1039,Rastriya Ma Vi Pedang -2,29,14,15,2,2,0,6.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1040,Siddheswory Ma Vi Sadewa -6,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1041,Kanchanjangha Ma Vi Yamphudin -8,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1042,Janakalyan Ma Vi Dhungesanghu-2,22,11,11,3,2,1,13.64,0,0,0,0,2,0,0,1,0,0,0,0,0,0
69,Taplejung,1,1043,Singheshwari Ma Vi Aangkhop-5,18,12,6,3,3,0,16.67,0,0,0,0,3,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1044,"Simbu Ma Vi Phawakhola-5, Tembewa",27,5,22,2,1,1,7.41,0,0,0,0,1,0,0,1,0,0,0,0,0,0
69,Taplejung,1,1045,Kanchan Academy Phungling-5,68,28,40,23,13,10,33.82,0,0,2,1,11,9,0,0,0,0,0,0,0,0
69,Taplejung,1,1046,Little Buddha English Boarding School Taplejung,20,13,7,20,13,7,100,1,1,10,5,2,1,0,0,0,0,0,0,0,0
69,Taplejung,1,1047,"Laxmi Ma Vi Mewakhola-2, Lingtep",25,11,14,18,6,12,72,0,0,0,0,3,8,3,4,0,0,0,0,0,0
69,Taplejung,1,1048,Rabikala Ma Vi Sawadin-5,51,31,20,23,13,10,45.1,0,0,0,0,12,10,1,0,1,0,0,0,0,0
69,Taplejung,1,1049,Surya Devi Secondary School Santhakra,30,13,17,1,1,0,3.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1050,Shree Balden Secondary School Papung,27,16,11,22,15,7,81.48,0,0,0,0,9,2,6,5,0,0,0,0,0,0
69,Taplejung,1,1051,Shree Laxmi Secondary School Mamangkhe,27,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1052,Shree Adarsh Secondary School Khejenim,41,20,21,29,15,14,70.73,0,0,0,2,14,9,1,3,0,0,0,0,0,0
69,Taplejung,1,1053,Shree Siddeswary Secondary School Dumrise,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1055,"Shree Saraswati Secondary School, Sablakhu",14,6,8,6,1,5,42.86,0,0,0,0,0,4,1,1,0,0,0,0,0,0
69,Taplejung,1,1056,Singhakali Ma Vi Thinglabu-8,22,12,10,1,1,0,4.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1057,Chhatedhunga Ma Vi Change-7,36,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1058,Surke Ma Vi Thukima-9,26,16,10,11,6,5,42.31,0,0,0,0,5,3,1,2,0,0,0,0,0,0
69,Taplejung,1,1059,Durga Ma Vi Sikaicha-8,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Taplejung,1,1060,Sundevi Ma Vi Ekhabu-8,32,17,15,6,2,4,18.75,0,0,0,0,2,4,0,0,0,0,0,0,0,0
69,Panchthar,2,2001,Phidim Uchcha Ma Vi Phidim,66,18,48,10,1,9,15.15,0,0,1,7,0,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2002,Amarpur Uchcha Ma Vi Doramba Amarpur,69,21,48,7,2,5,10.14,0,0,1,1,1,4,0,0,0,0,0,0,0,0
69,Panchthar,2,2003,Bishnu Ma Vi Chyangthapu,34,16,18,19,10,9,55.88,0,0,1,0,8,9,1,0,0,0,0,0,0,0
69,Panchthar,2,2004,Khalangatar Uchcha Ma Vi Yangnam,73,24,49,11,3,8,15.07,0,0,0,1,3,7,0,0,0,0,0,0,0,0
69,Panchthar,2,2005,Siddha Devi Ma Vi Nawamidada,69,31,38,14,7,7,20.29,0,0,1,0,6,5,0,2,0,0,0,0,0,0
69,Panchthar,2,2006,Siddhakali  Uchcha Ma Vi Eaktin Jorpati,15,10,5,8,7,1,53.33,0,0,2,0,4,1,1,0,0,0,0,0,0,0
69,Panchthar,2,2007,Naya Namuna Ma Vi Phidim Bazar,65,34,31,41,26,15,63.08,2,1,13,8,11,5,0,1,0,0,0,0,0,0
69,Panchthar,2,2008,Siddhadevi  Uchcha Ma Vi Nangin Pipalbote,76,28,48,11,8,3,14.47,0,0,5,1,3,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2009,Siddheswori Ma Vi Bharpa Tuwa,52,22,30,1,1,0,1.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2010,Gupteshwor Ma Vi Oyam,52,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2011,Jay Narayan Adarsha Ma Vi Mehelbote,90,33,57,11,5,6,12.22,0,0,0,0,5,6,0,0,0,0,0,0,0,0
69,Panchthar,2,2012,Durga Uchcha Ma Vi Ravi,59,26,33,16,7,9,27.12,0,0,0,0,4,7,3,2,0,0,0,0,0,0
69,Panchthar,2,2013,Prithivi Uchcha Ma Vi Yasok,107,45,62,17,8,9,15.89,0,0,1,0,6,7,1,2,0,0,0,0,0,0
69,Panchthar,2,2014,Indrani Uchcha Ma Vi Mouwa,60,18,42,6,0,6,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0
69,Panchthar,2,2015,Nilgiri Uchcha Ma Vi Subhang,39,13,26,4,3,1,10.26,0,0,1,0,2,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2016,Ranitar Ma Vi Ranitar,97,34,63,21,7,14,21.65,0,0,0,0,6,10,1,4,0,0,0,0,0,0
69,Panchthar,2,2017,Saraswati Ma Vi Machhebung,47,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2018,Tharpu Uchcha  Ma Vi Tharpu,153,75,78,54,24,30,35.29,0,0,2,3,19,25,3,2,0,0,0,0,0,0
69,Panchthar,2,2019,Sirijung Uchcha Ma Vi Gopetar,54,28,26,11,8,3,20.37,0,0,1,1,5,2,2,0,0,0,0,0,0,0
69,Panchthar,2,2020,Durga Ma Vi Sarangdanda,40,20,20,8,2,6,20,0,0,0,0,2,6,0,0,0,0,0,0,0,0
69,Panchthar,2,2021,Saraswati Ma Vi Chokmagu,50,17,33,12,6,6,24,0,0,1,0,4,6,1,0,0,0,0,0,0,0
69,Panchthar,2,2022,Saratap Ma Vi Pauwa,52,22,30,18,6,12,34.62,0,0,0,3,4,8,2,1,0,0,0,0,0,0
69,Panchthar,2,2023,Kalika Ma Vi Prangbung,42,14,28,8,3,5,19.05,0,0,0,0,3,5,0,0,0,0,0,0,0,0
69,Panchthar,2,2024,Jana Kalyan Ma Vi Kolbung Phaktep,43,17,26,7,3,4,16.28,0,0,0,0,2,4,1,0,1,0,0,0,0,0
69,Panchthar,2,2025,Mechi English School Phidim 4,33,20,13,33,20,13,100,0,0,12,9,8,4,0,0,0,0,0,0,0,0
69,Panchthar,2,2026,Arubote Ma Vi Arubote,63,28,35,9,6,3,14.29,0,0,0,0,5,3,1,0,0,0,0,0,0,0
69,Panchthar,2,2027,Mahendrodaya Ma Vi Pipalbote,54,24,30,5,1,4,9.26,0,0,0,0,0,4,1,0,0,0,0,0,0,0
69,Panchthar,2,2028,Singha Siddha Ma Vi Anshubhanjyang Luwaphu,66,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2029,Ganesh Ma Vi Nagi Chittok,64,21,43,26,9,17,40.63,0,0,2,2,7,13,0,2,0,0,0,0,0,0
69,Panchthar,2,2030,Kurumba Ma Vi Kurumba,23,4,19,1,0,1,4.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2031,Ghurbise Panchami Ma Vi Phaktep,70,32,38,23,8,15,32.86,0,0,3,6,5,7,0,2,0,0,0,0,0,0
69,Panchthar,2,2032,Mahadev Gupteshwor Ma Vi Phulpa Lungrupa,67,28,39,10,6,4,14.93,0,0,1,0,4,3,1,1,0,0,0,0,0,0
69,Panchthar,2,2033,Siddha Saraswati Ma Vi Barbhanjyang Mangjabung,57,27,30,9,7,2,15.79,0,0,3,1,4,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2034,Chandreshwar Ma Vi Khandrong,53,22,31,7,5,2,13.21,0,0,1,0,4,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2035,Vidya Bardan English Boarding School Phidim,47,32,15,40,26,14,85.11,2,1,16,10,8,3,0,0,0,0,0,0,0,0
69,Panchthar,2,2037,Ithung Ma Vi Ranitar,78,40,38,7,4,3,8.97,0,0,2,1,2,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2038,Kalika Secondary School Babunga Nagin,35,14,21,5,3,2,14.29,0,0,2,0,1,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2040,Siddha Ma Vi Panchami,32,14,18,5,0,5,15.63,0,0,0,0,0,4,0,1,0,0,0,0,0,0
69,Panchthar,2,2041,Indrawati Ma Vi Hangum,41,15,26,5,1,4,12.2,0,0,0,0,1,3,0,1,0,0,0,0,0,0
69,Panchthar,2,2042,Siddha Devi Ma Vi Sidin,65,27,38,6,3,3,9.23,0,0,1,0,2,3,0,0,0,0,0,0,0,0
69,Panchthar,2,2043,Jala Singh Ma Vi Pauwa Sartap,49,26,23,18,10,8,36.73,0,0,0,0,10,6,0,2,0,0,0,0,0,0
69,Panchthar,2,2044,Sarswati Ma Vi Khunga Eaktin,43,18,25,3,1,2,6.98,0,0,0,0,1,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2045,Singha Devi Ma Vi Kurumba Siktemba,28,11,17,2,1,1,7.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2046,Sarbajanik Ma Vi Limba,40,18,22,7,5,2,17.5,0,0,0,0,5,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2047,Santi Bal Bikash Secondary English Boarding Phektep,29,11,18,10,3,7,34.48,0,0,3,7,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2048,Singhpur Pashupati Ma Vi Amarpur,83,41,42,12,7,5,14.46,0,0,0,0,6,4,1,1,0,0,0,0,0,0
69,Panchthar,2,2049,Siddha Ma Vi Tingden Ranigaun,52,20,32,4,2,2,7.69,0,0,0,1,2,0,0,1,0,0,0,0,0,0
69,Panchthar,2,2050,Mount Kanchan Valley Secondary English School Rabi,23,9,14,15,3,12,65.22,0,0,0,6,3,6,0,0,0,0,0,0,0,0
69,Panchthar,2,2051,Holy Child English Secondary School Rabi,22,12,10,17,11,6,77.27,0,0,4,1,7,5,0,0,0,0,0,0,0,0
69,Panchthar,2,2052,Janajyoty Secondary English Boarding School Kurumba,13,2,11,11,2,9,84.62,0,0,0,1,2,8,0,0,0,0,0,0,0,0
69,Panchthar,2,2053,Bhagawati Ma Vi Durdimba,42,23,19,13,6,7,30.95,0,0,1,0,4,6,1,1,0,0,0,0,0,0
69,Panchthar,2,2054,Buddha Ma Vi Falaicha-3,39,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2055,Satyahangma Ma Vi Imbung,58,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2056,Nilakantha English Boarding School Phidim,37,20,17,11,8,3,29.73,0,0,2,2,6,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2057,Narayani Secondary School Phalaincha,42,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2058,Sukhabodh Ma Vi Phidim,40,18,22,3,2,1,7.5,0,0,0,0,2,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2059,"Siddhakalika Ma Vi Phedayak, Siwa-5",22,11,11,2,2,0,9.09,0,0,2,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2060,"Yuwa Varsha Ma Vi Saptami, Saranagdanda -8",55,28,27,3,2,1,5.45,0,0,1,0,1,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2061,"Siddha Mahendra Ma Vi Angna -6, Jorsalle",46,18,28,4,3,1,8.7,0,0,0,0,3,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2062,"Triveni Secondary School,  Mouwa -6, Chuwade",54,24,30,4,2,2,7.41,0,0,1,0,1,2,0,0,0,0,0,0,0,0
69,Panchthar,2,2063,"Buddheshwary Ma Vi Olane -7, Hattipaile",47,31,16,1,1,0,2.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2064,Lumphabung Ma Vi Lumphabung -1,49,23,26,10,9,1,20.41,0,0,4,0,5,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2065,"Bidhya Arjan Ma Vi Ranitar -8, Tamakhe",41,19,22,7,3,4,17.07,0,0,0,0,3,4,0,0,0,0,0,0,0,0
69,Panchthar,2,2066,Krishna Ma Vi Chilingden-6 Panchthar,14,6,8,2,1,1,14.29,0,0,0,0,1,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2067,Siddhesor Ma Vi Lungrupa-9,31,13,18,7,2,5,22.58,0,0,0,1,2,4,0,0,0,0,0,0,0,0
69,Panchthar,2,2068,Phidim U.Ma.Vi.(Ol)Phidim Panchthar,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2069,Nangin Secondary School Nangin-6,35,11,24,7,3,4,20,0,0,0,0,3,4,0,0,0,0,0,0,0,0
69,Panchthar,2,2070,Siddeswari Ma Vi Chilingdin-1,25,14,11,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2071,Saraswati Ma Vi Subhang-8,33,11,22,1,0,1,3.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2072,Khalde Ma Vi Yasok-1,44,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2073,Singha Bahini Secondary School Sidin-3,30,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2074,Wolane Secondary School Wolane-5,46,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2075,Janakalyan Secondary School Phidim-8,28,12,16,4,1,3,14.29,0,0,0,0,1,3,0,0,0,0,0,0,0,0
69,Panchthar,2,2076,"Motiram Ma.Vi. Ektin -4,Panchthar",30,15,15,5,3,2,16.67,0,0,0,0,2,2,1,0,0,0,0,0,0,0
69,Panchthar,2,2077,"Siddheswori Ma.Vi.Ektin-3,Jimaha",25,10,15,4,1,3,16,0,0,0,0,1,2,0,1,0,0,0,0,0,0
69,Panchthar,2,2078,Memeng Ma.Vi. Memeng-9,32,8,24,1,1,0,3.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2079,"Singhasiddha Ma Vi, Lungrupa-2",23,11,12,2,1,1,8.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0
69,Panchthar,2,2080,Jorpokhari Ma Vi Bharapa-2,33,15,18,6,2,4,18.18,0,0,0,1,2,2,0,1,0,0,0,0,0,0
69,Panchthar,2,2081,Jyoti Ma Vi Aangsarang-6,64,22,42,7,2,5,10.94,0,0,0,0,2,5,0,0,0,0,0,0,0,0
69,Panchthar,2,2082,"Siddhakali Ma Vi Bharapa -2,Arkhaule",30,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2083,"Khunga Ma Vi ,Ektin -8,Khalde",24,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Panchthar,2,2084,"Bhagawati Ma Vi , Siwa -1,Panchthar",20,11,9,9,3,6,45,0,0,0,1,3,5,0,0,0,0,0,0,0,0
69,Panchthar,2,2085,"Siddheswori Ma Vi, Subhang -2,Panchthar",24,11,13,6,2,4,25,0,0,0,0,2,4,0,0,0,0,0,0,0,0
69,Panchthar,2,2086,"Siddheswori Ma Vi Nawamidanda-4 Surkenagi,Panchthar",31,9,22,6,1,5,19.35,0,0,0,0,1,1,0,4,0,0,0,0,0,0
69,Panchthar,2,2087,Khandrong Ma Vi Sarangdanda-3 Panchthar,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Ilam,3,3001,Adarsha Ma Vi Ilam,93,34,59,5,3,2,5.38,0,0,1,1,2,1,0,0,0,0,0,0,0,0
69,Ilam,3,3002,Karfok Vidyamandir Ma Vi Panchakanya,96,39,57,4,2,2,4.17,0,0,0,0,2,2,0,0,0,0,0,0,0,0
69,Ilam,3,3003,Namsaling Ma Vi Namsaling,90,48,42,11,8,3,12.22,0,0,3,2,5,1,0,0,0,0,0,0,0,0
69,Ilam,3,3004,Bhanubhakta Ma Vi Mangalbare,113,46,67,5,3,2,4.42,0,0,1,0,2,2,0,0,0,0,0,0,0,0
69,Ilam,3,3005,Singha Devi Ma Vi Amchok,78,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Ilam,3,3006,Jitpur Ma Vi Jitpur,108,41,67,6,5,1,5.56,0,0,1,0,4,1,0,0,0,0,0,0,0,0
69,Ilam,3,3007,Bouddhadham Ma Vi Pashupatinagar,43,15,28,3,2,1,6.98,0,0,0,1,2,0,0,0,0,0,0,0,0,0
69,Ilam,3,3008,Saraswati Ma Vi Sulubung,31,13,18,7,3,4,22.58,0,0,0,0,3,4,0,0,0,0,0,0,0,0
69,Ilam,3,3009,Amar Kalyan Ma Vi Nayabazar,64,35,29,31,19,12,48.44,0,0,2,1,17,10,0,1,0,0,0,0,0,0
69,Ilam,3,3010,Mahendrodaya Ma Vi Gajurmukhi,57,25,32,16,9,7,28.07,0,0,1,2,7,4,1,1,0,0,0,0,0,0
69,Ilam,3,3011,Janak Ma Vi Shree Antu,42,16,26,10,7,3,23.81,0,0,3,0,4,3,0,0,0,0,0,0,0,0
69,Ilam,3,3012,Chisopani Ma Vi Miklung Banjho,69,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Ilam,3,3013,Amar Ma Vi Barbote,75,35,40,4,4,0,5.33,0,0,1,0,3,0,0,0,0,0,0,0,0,0
69,Ilam,3,3014,Saraswati Ma Vi Batase Laxmipur,54,20,34,1,0,1,1.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,Ilam,3,3016,Krishnashram Ma Vi Kanyam,58,21,37,17,8,9,29.31,0,0,2,1,5,6,1,2,0,0,0,0,0,0
69,Ilam,3,3017,Kankai Ma Vi Danabari,79,33,46,5,3,2,6.33,0,0,1,0,1,0,1,2,0,0,0,0,0,0
69,Ilam,3,3018,Janata Ma Vi Kanchanpur,59,29,30,10,8,2,16.95,0,0,0,0,6,1,2,1,0,0,0,0,0,0
69,Ilam,3,3019,Jyotisadan Boarding School Malapath,48,23,25,22,12,10,45.83,0,0,4,6,8,4,0,0,0,0,1,1,0,0
69,Ilam,3,3020,Fikkal Ma Vi Fikkal,58,24,34,10,5,5,17.24,0,0,1,2,3,2,1,1,0,0,0,0,0,0
69,Ilam,3,3021,Shanti Niketan Ma Vi Kolbung,38,22,16,6,5,1,15.79,0,0,2,0,3,1,0,0,0,0,0,0,0,0
69,Ilam,3,3022,Bhagawati Ma Vi Golakharka,47,19,28,3,1,2,6.38,0,0,0,0,1,2,0,0,0,0,0,0,0,0
69,Ilam,3,3023,Singha Devi Ma Vi Ekatappa,34,12,22,6,3,3,17.65,0,0,0,1,3,2,0,0,0,0,0,0,0,0
69,Ilam,3,3024,Nepaltar Ma Vi Sakhejung,53,30,23,10,9,1,18.87,0,0,4,0,5,1,0,0,0,0,0,0,0,0
69,Ilam,3,3025,Janata Ma Vi Chisapani,39,16,23,2,2,0,5.13,0,0,0,0,2,0,0,0,0,0,0,0,0,0
69,Ilam,3,3026,Himalaya Ma Vi Gorkhey,28,10,18,9,6,3,32.14,0,0,4,1,2,2,0,0,1,0,0,0,0,0
69,Ilam,3,3027,Shyambal Ma Vi Maimajhuwa,45,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Ilam,3,3028,Sangrumba Ma Vi Sangrumba,104,47,57,11,6,5,10.58,0,0,3,1,3,4,0,0,0,0,0,0,0,0
69,Ilam,3,3029,Purna Smarak Ma Vi Godak,45,18,27,11,5,6,24.44,0,0,3,2,2,4,0,0,0,0,0,0,0,0
69,Ilam,3,3030,Maipokhari San Ma Vi Maipokhari Sulubung,30,15,15,4,4,0,13.33,0,0,0,0,3,0,1,0,0,0,0,0,0,0
69,Ilam,3,3031,Bhagawati Ma Vi Jamuna,40,11,29,5,4,1,12.5,0,0,0,0,4,1,0,0,0,0,0,0,0,0
69,Ilam,3,3032,Miklachong Ma Vi Sakphara,7,1,6,1,0,1,14.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,Ilam,3,3033,Khandrung Ma Vi Siddhithumka,62,26,36,6,4,2,9.68,0,0,2,1,2,1,0,0,0,0,0,0,0,0
69,Ilam,3,3034,Himalayan Secondary English School Shantidanda-7,12,3,9,5,2,3,41.67,0,0,2,0,0,3,0,0,0,0,0,0,0,0
69,Ilam,3,3035,Suryodaya Shiksha Sadan Mangalbare,84,48,36,18,13,5,21.43,1,0,2,3,10,2,0,0,0,0,0,0,0,0
69,Ilam,3,3036,Panchakanya Awasiya Vidhya Mandir Fikkal-6,53,25,28,12,7,5,22.64,0,0,1,3,6,2,0,0,0,0,0,0,0,0
69,Ilam,3,3037,Everland International Academy Fikkal,44,20,24,25,12,13,56.82,0,0,6,9,6,4,0,0,0,0,0,0,0,0
69,Ilam,3,3038,Mount Mechi Awasiya Ma Vi,25,14,11,20,11,9,80,1,1,8,8,2,0,0,0,0,0,0,0,0,0
